smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
0.4874177313201703,0.05169803158122431,0.2662037037037037,0.011111111111111112,0.0,0.0,0.0,0.6379310344827587,a
0.0,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.8279132791327913,0.037940731126973826,0.26851851851851855,0.007222222222222222,0.0,0.0,0.0,0.6436781609195402,a
0.02419667053813396,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02013162988772745,0.04464633354964309,0.07407407407407407,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.09259259259259259,0.0,0.0,0.0,0.0,0.09195402298850575,b
0.02013162988772745,0.04464633354964309,0.14814814814814814,0.0,0.0,0.0,0.0,0.16091954022988506,b
0.02419667053813396,0.04464633354964309,0.07407407407407407,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.052779580359074194,0.27314814814814814,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.0,0.04464633354964309,0.07407407407407407,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4452187379016647,0.05399091499026606,0.26157407407407407,0.013888888888888888,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.04499242915855505,0.26157407407407407,0.010555555555555556,0.0,0.0,0.0,0.6264367816091954,b
0.4502516453735966,0.048929266709928615,0.27314814814814814,0.0175,0.0,0.0,0.0,0.6551724137931034,b
0.31765389082462253,0.029028769197490808,0.18518518518518517,0.013888888888888888,0.0,0.0,0.0,0.6091954022988506,b
0.16860240030971735,0.030499675535366644,0.2777777777777778,0.013888888888888888,0.0,0.0,0.0,0.3448275862068966,b
0.16860240030971735,0.0445598096474151,0.2777777777777778,0.013888888888888888,0.0,0.0,0.0,0.3448275862068966,b
0.4874177313201703,0.03244646333549643,0.2662037037037037,0.013888888888888888,0.0,0.0,0.0,0.6379310344827587,b
0.4874177313201703,0.03253298723772442,0.2662037037037037,0.013888888888888888,0.0,0.0,0.0,0.6379310344827587,b
0.0,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.4874177313201703,0.04654985939865888,0.2708333333333333,0.0125,0.0,0.0,0.0,0.6494252873563219,a
0.32849399922570655,0.040536448193813544,0.25462962962962965,0.0125,0.0,0.0,0.0,0.6091954022988506,a
0.02013162988772745,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.037037037037037035,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.3693379790940767,0.028509625784122864,0.26851851851851855,0.006388888888888889,0.0,0.0,0.0,0.6436781609195402,a
0.02013162988772745,0.04464633354964309,0.1712962962962963,0.0,0.0,0.0,0.0,0.1839080459770115,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.06944444444444445,0.0,0.0,0.0,0.0,0.09195402298850575,b
0.02419667053813396,0.04464633354964309,0.10416666666666667,0.0,0.0,0.0,0.0,0.14942528735632185,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.051049102314514386,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4502516453735966,0.056154012545965824,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4874177313201703,0.030672723339822627,0.3993055555555556,0.013888888888888888,0.0,0.0,0.0,0.6379310344827587,b
0.4874177313201703,0.03971447112264763,0.3993055555555556,0.013888888888888888,0.0,0.0,0.0,0.6379310344827587,b
0.32849399922570655,0.04135842526497945,0.3819444444444444,0.013888888888888888,0.0,0.0,0.0,0.6091954022988506,b
0.16860240030971735,0.047328574518710795,0.2048611111111111,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.4452187379016647,0.04447328574518711,0.3923611111111111,0.010555555555555556,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.04654985939865888,0.3923611111111111,0.010555555555555556,0.0,0.0,0.0,0.6264367816091954,b
0.16860240030971735,0.039065541855937705,0.1724537037037037,0.010555555555555556,0.0,0.0,0.0,0.3390804597701149,b
0.4874177313201703,0.05200086523902228,0.40625,0.0125,0.0,0.0,0.0,0.6494252873563219,a
0.31765389082462253,0.025221717499459225,0.3819444444444444,0.0125,0.0,0.0,0.0,0.6091954022988506,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.3693379790940767,0.03465282284231019,0.4027777777777778,0.009722222222222222,0.0,0.0,0.0,0.6436781609195402,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.050703006705602426,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4502516453735966,0.05697598961713173,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.048799480856586634,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.02419667053813396,0.04464633354964309,0.10416666666666667,0.0,0.0,0.0,0.0,0.14942528735632185,b
0.02013162988772745,0.04464633354964309,0.1712962962962963,0.0,0.0,0.0,0.0,0.1839080459770115,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4874177313201703,0.03326844040666234,0.3993055555555556,0.0175,0.0,0.0,0.0,0.6379310344827587,b
0.4874177313201703,0.04252649794505732,0.3993055555555556,0.013888888888888888,0.0,0.0,0.0,0.6379310344827587,b
0.16473093302361594,0.042353450140601344,0.21180555555555555,0.013888888888888888,0.0,0.0,0.0,0.3275862068965517,b
0.32849399922570655,0.03967120917153363,0.3819444444444444,0.013888888888888888,0.0,0.0,0.0,0.6091954022988506,b
0.16860240030971735,0.0481505515898767,0.21875,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.4452187379016647,0.04581440622972096,0.3923611111111111,0.013888888888888888,0.0,0.0,0.0,0.6264367816091954,b
0.4874177313201703,0.04918883841661259,0.40625,0.019166666666666665,0.0,0.0,0.0,0.6494252873563219,b
0.3693379790940767,0.017564352152282067,0.375,0.011111111111111112,0.0,0.0,0.0,0.6436781609195402,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.06944444444444445,0.0,0.0,0.0,0.0,0.09195402298850575,a
0.5600077429345721,0.02426995457495133,0.3819444444444444,0.011111111111111112,0.0,0.0,0.0,0.6091954022988506,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.4861111111111111,0.0,0.0,0.0,0.0,0.20689655172413793,b
0.4502516453735966,0.052303698896820246,0.4097222222222222,0.024444444444444446,0.0,0.0,0.0,0.6551724137931034,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.05113562621674238,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4874177313201703,0.04044992429158555,0.40625,0.020833333333333332,0.0,0.0,0.0,0.6494252873563219,b
0.4452187379016647,0.04512221501189704,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.04408392818516115,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.14814814814814814,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4874177313201703,0.03357127406446031,0.38773148148148145,0.0175,0.0,0.0,0.0,0.6494252873563219,b
0.32849399922570655,0.03677265844689596,0.3819444444444444,0.013888888888888888,0.0,0.0,0.0,0.6091954022988506,b
0.16860240030971735,0.023404715552671426,0.5833333333333334,0.0175,0.0,0.0,0.0,0.3390804597701149,b
0.16473093302361594,0.01747782825005408,0.5648148148148148,0.013888888888888888,0.0,0.0,0.0,0.3275862068965517,b
0.4874177313201703,0.04581440622972096,0.40625,0.019166666666666665,0.0,0.0,0.0,0.6494252873563219,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.08333333333333333,0.0,0.0,0.0,0.0,0.11494252873563218,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.034722222222222224,0.0,0.0,0.0,0.0,0.034482758620689655,a
0.18621757646147888,0.012113346311918667,1.0,0.010555555555555556,0.0,0.0,0.0,0.5977011494252874,a
0.7648083623693379,0.031018818948734588,0.3958333333333333,0.0,0.0,0.0,0.0,0.632183908045977,a
0.02013162988772745,0.04464633354964309,0.08333333333333333,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.10648148148148148,0.0,0.0,0.0,0.0,0.11494252873563218,b
0.02013162988772745,0.04464633354964309,0.23148148148148148,0.0,0.0,0.0,0.0,0.20689655172413793,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.048237075492104695,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.04166125892277742,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.049794505732208526,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4874177313201703,0.028250054077438892,0.4027777777777778,0.0175,0.0,0.0,0.0,0.6436781609195402,b
0.4874177313201703,0.03210036772658447,0.3993055555555556,0.0175,0.0,0.0,0.0,0.6379310344827587,b
0.16860240030971735,0.03833008868699978,0.18171296296296297,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.16473093302361594,0.03807051698031581,0.21180555555555555,0.013888888888888888,0.0,0.0,0.0,0.3275862068965517,b
0.4502516453735966,0.05745187107938568,0.4097222222222222,0.0175,0.0,0.0,0.0,0.6551724137931034,b
0.4874177313201703,0.04650659744754489,0.40625,0.0175,0.0,0.0,0.0,0.6494252873563219,b
0.32849399922570655,0.046203763789746916,0.27314814814814814,0.0125,0.0,0.0,0.0,0.6206896551724138,a
0.18621757646147888,0.03210036772658447,0.3680555555555556,0.010555555555555556,0.0,0.0,0.0,0.5862068965517241,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.34630274874177314,0.04148821111832143,0.2962962962962963,0.0,0.0,0.0,0.0,0.6206896551724138,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.1388888888888889,0.0,0.0,0.0,0.0,0.20689655172413793,b
0.4502516453735966,0.04706900281202682,0.4097222222222222,0.024444444444444446,0.0,0.0,0.0,0.6551724137931034,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.059528444732857455,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.043478260869565216,0.3923611111111111,0.0125,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.05200086523902228,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.16473093302361594,0.03807051698031581,0.21180555555555555,0.013888888888888888,0.0,0.0,0.0,0.3275862068965517,b
0.16860240030971735,0.03845987454034177,0.21875,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.4874177313201703,0.0345230369889682,0.40625,0.0175,0.0,0.0,0.0,0.6494252873563219,b
0.4874177313201703,0.03266277309106641,0.40625,0.010555555555555556,0.0,0.0,0.0,0.6494252873563219,b
0.32849399922570655,0.04481938135409907,0.24768518518518517,0.0,0.0,0.0,0.0,0.6091954022988506,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.18621757646147888,0.03564784771793208,0.3680555555555556,0.008333333333333333,0.0,0.0,0.0,0.5862068965517241,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.9210220673635306,0.024010382868267358,0.4027777777777778,0.0,0.0,0.0,0.0,0.6436781609195402,a
0.34630274874177314,0.051957603287908286,0.30787037037037035,0.0,0.0,0.0,0.0,0.632183908045977,a
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.027100271002710022,0.04464633354964309,0.125,0.0,0.0,0.0,0.0,0.1839080459770115,b
0.02419667053813396,0.04464633354964309,0.06944444444444445,0.0,0.0,0.0,0.0,0.09195402298850575,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.0472420506164828,0.31712962962962965,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4502516453735966,0.046982478909798835,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.044300237940731124,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.4452187379016647,0.05303915206575817,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.32849399922570655,0.04040666234047156,0.3819444444444444,0.0,0.0,0.0,0.0,0.6091954022988506,b
0.16473093302361594,0.03616699113130002,0.21875,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.16860240030971735,0.03257624918883842,0.1724537037037037,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.4874177313201703,0.03158122431321653,0.40625,0.0175,0.0,0.0,0.0,0.6494252873563219,b
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.9210220673635306,0.01617996971663422,0.2673611111111111,0.0125,0.0,0.0,0.0,0.6494252873563219,a
0.34630274874177314,0.0490590525632706,0.3263888888888889,0.0,0.0,0.0,0.0,0.6551724137931034,a
0.18621757646147888,0.043132165260653256,0.3680555555555556,0.012222222222222223,0.0,0.0,0.0,0.5862068965517241,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.3774680603948896,0.02483235993943327,0.2835648148148148,0.0,0.0,0.0,0.0,0.5689655172413793,a
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.027100271002710022,0.04464633354964309,0.08333333333333333,0.0,0.0,0.0,0.0,0.11494252873563218,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,b
0.02013162988772745,0.04464633354964309,0.20833333333333334,0.0,0.0,0.0,0.0,0.20689655172413793,b
0.02419667053813396,0.04464633354964309,0.0625,0.0,0.0,0.0,0.0,0.08045977011494253,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.046117239887518924,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4502516453735966,0.049707981829980534,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.05208738914125027,0.3958333333333333,0.016666666666666666,0.0,0.0,0.0,0.632183908045977,b
0.4452187379016647,0.04841012329656068,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.16860240030971735,0.043132165260653256,0.21875,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.16860240030971735,0.04568462037637897,0.21875,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.4874177313201703,0.03097555699762059,0.40625,0.013888888888888888,0.0,0.0,0.0,0.6494252873563219,b
0.762098335269067,0.01981397361020982,0.3819444444444444,0.015,0.0,0.0,0.0,0.6091954022988506,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,a
0.4690282617111885,0.02262600043261951,0.3680555555555556,0.010277777777777778,0.0,0.0,0.0,0.5862068965517241,a
0.34630274874177314,0.055807916937053864,0.4027777777777778,0.0,0.0,0.0,0.0,0.6436781609195402,a
0.3774680603948896,0.03357127406446031,0.3923611111111111,0.006388888888888889,0.0,0.0,0.0,0.6264367816091954,a
0.3774680603948896,0.03062946138870863,0.3923611111111111,0.006388888888888889,0.0,0.0,0.0,0.6264367816091954,a
0.02419667053813396,0.04464633354964309,0.0763888888888889,0.0,0.0,0.0,0.0,0.05747126436781609,b
0.027100271002710022,0.04464633354964309,0.10416666666666667,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4452187379016647,0.04944841012329656,0.3923611111111111,0.019444444444444445,0.0,0.0,0.0,0.6264367816091954,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.14942528735632185,b
0.02013162988772745,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.4502516453735966,0.05299589011464417,0.4097222222222222,0.020833333333333332,0.0,0.0,0.0,0.6551724137931034,b
0.4452187379016647,0.05239022279904824,0.3923611111111111,0.016666666666666666,0.0,0.0,0.0,0.6264367816091954,b
0.0,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.06896551724137931,b
0.02419667053813396,0.04464633354964309,0.05555555555555555,0.0,0.0,0.0,0.0,0.05747126436781609,b
0.16860240030971735,0.049837767683322515,0.11458333333333333,0.013888888888888888,0.0,0.0,0.0,0.3390804597701149,b
0.16860240030971735,0.04174778282500541,0.21875,0.010555555555555556,0.0,0.0,0.0,0.3390804597701149,b
0.4502516453735966,0.04693921695868484,0.4097222222222222,0.0175,0.0,0.0,0.0,0.6551724137931034,b
0.34630274874177314,0.041444949167207444,0.2824074074074074,0.0,0.0,0.0,0.0,0.6436781609195402,a
